Comunidades autónomas;Tipología penal;periodo;Total
CIUDAD AUTÓNOMA DE CEUTA;3.1.-Agresión sexual;2010;9
CIUDAD AUTÓNOMA DE CEUTA;3.2.-Agresión sexual con penetración;2023;8
CIUDAD AUTÓNOMA DE CEUTA;3.2.-Agresión sexual con penetración;2022;5
CIUDAD AUTÓNOMA DE CEUTA;3.2.-Agresión sexual con penetración;2021;4
CIUDAD AUTÓNOMA DE CEUTA;3.2.-Agresión sexual con penetración;2020;3
CIUDAD AUTÓNOMA DE CEUTA;3.2.-Agresión sexual con penetración;2019;2
CIUDAD AUTÓNOMA DE CEUTA;3.2.-Agresión sexual con penetración;2018;5
CIUDAD AUTÓNOMA DE CEUTA;3.2.-Agresión sexual con penetración;2017;5
CIUDAD AUTÓNOMA DE CEUTA;3.2.-Agresión sexual con penetración;2016;5
CIUDAD AUTÓNOMA DE CEUTA;3.2.-Agresión sexual con penetración;2015;3
CIUDAD AUTÓNOMA DE CEUTA;3.2.-Agresión sexual con penetración;2014;0
CIUDAD AUTÓNOMA DE CEUTA;3.2.-Agresión sexual con penetración;2013;1
CIUDAD AUTÓNOMA DE CEUTA;3.2.-Agresión sexual con penetración;2012;0
CIUDAD AUTÓNOMA DE CEUTA;3.2.-Agresión sexual con penetración;2011;1
CIUDAD AUTÓNOMA DE CEUTA;3.2.-Agresión sexual con penetración;2010;0
CIUDAD AUTÓNOMA DE CEUTA;5.1.-Hurtos;2023;221
CIUDAD AUTÓNOMA DE CEUTA;5.1.-Hurtos;2022;131
CIUDAD AUTÓNOMA DE CEUTA;5.1.-Hurtos;2021;139
CIUDAD AUTÓNOMA DE CEUTA;5.1.-Hurtos;2020;139
CIUDAD AUTÓNOMA DE CEUTA;5.1.-Hurtos;2019;240
CIUDAD AUTÓNOMA DE CEUTA;5.1.-Hurtos;2018;279
CIUDAD AUTÓNOMA DE CEUTA;5.1.-Hurtos;2017;230
CIUDAD AUTÓNOMA DE CEUTA;5.1.-Hurtos;2016;276
CIUDAD AUTÓNOMA DE CEUTA;5.1.-Hurtos;2015;259
CIUDAD AUTÓNOMA DE CEUTA;5.1.-Hurtos;2014;239
CIUDAD AUTÓNOMA DE CEUTA;5.1.-Hurtos;2013;263
CIUDAD AUTÓNOMA DE CEUTA;5.1.-Hurtos;2012;238
CIUDAD AUTÓNOMA DE CEUTA;5.1.-Hurtos;2011;247
CIUDAD AUTÓNOMA DE CEUTA;5.1.-Hurtos;2010;213
CIUDAD AUTÓNOMA DE CEUTA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;23
CIUDAD AUTÓNOMA DE CEUTA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;5
CIUDAD AUTÓNOMA DE CEUTA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;13
CIUDAD AUTÓNOMA DE CEUTA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;17
CIUDAD AUTÓNOMA DE CEUTA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;26
CIUDAD AUTÓNOMA DE CEUTA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;29
CIUDAD AUTÓNOMA DE CEUTA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2017;35
CIUDAD AUTÓNOMA DE CEUTA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2016;40
CIUDAD AUTÓNOMA DE CEUTA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2015;65
CIUDAD AUTÓNOMA DE CEUTA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2014;59
CIUDAD AUTÓNOMA DE CEUTA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2013;61
CIUDAD AUTÓNOMA DE CEUTA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2012;65
CIUDAD AUTÓNOMA DE CEUTA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2011;64
CIUDAD AUTÓNOMA DE CEUTA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2010;64
CIUDAD AUTÓNOMA DE CEUTA;5.2.2.-Robos con fuerza en viviendas;2023;16
CIUDAD AUTÓNOMA DE CEUTA;5.2.2.-Robos con fuerza en viviendas;2022;4
CIUDAD AUTÓNOMA DE CEUTA;5.2.2.-Robos con fuerza en viviendas;2021;11
CIUDAD AUTÓNOMA DE CEUTA;5.2.2.-Robos con fuerza en viviendas;2020;20
CIUDAD AUTÓNOMA DE CEUTA;5.2.2.-Robos con fuerza en viviendas;2019;17
CIUDAD AUTÓNOMA DE CEUTA;5.2.2.-Robos con fuerza en viviendas;2018;14
CIUDAD AUTÓNOMA DE CEUTA;5.2.2.-Robos con fuerza en viviendas;2017;19
CIUDAD AUTÓNOMA DE CEUTA;5.2.2.-Robos con fuerza en viviendas;2016;15
CIUDAD AUTÓNOMA DE CEUTA;5.2.2.-Robos con fuerza en viviendas;2015;20
CIUDAD AUTÓNOMA DE CEUTA;5.2.2.-Robos con fuerza en viviendas;2014;18
CIUDAD AUTÓNOMA DE CEUTA;5.2.2.-Robos con fuerza en viviendas;2013;23
CIUDAD AUTÓNOMA DE CEUTA;5.2.2.-Robos con fuerza en viviendas;2012;32
CIUDAD AUTÓNOMA DE CEUTA;5.2.2.-Robos con fuerza en viviendas;2011;16
CIUDAD AUTÓNOMA DE CEUTA;5.2.2.-Robos con fuerza en viviendas;2010;27
CIUDAD AUTÓNOMA DE CEUTA;5.2.3.-Robos con fuerza en establecimientos;2023;12
CIUDAD AUTÓNOMA DE CEUTA;5.2.3.-Robos con fuerza en establecimientos;2022;7
CIUDAD AUTÓNOMA DE CEUTA;5.2.3.-Robos con fuerza en establecimientos;2021;10
CIUDAD AUTÓNOMA DE CEUTA;5.2.3.-Robos con fuerza en establecimientos;2020;15
CIUDAD AUTÓNOMA DE CEUTA;5.2.3.-Robos con fuerza en establecimientos;2019;10
CIUDAD AUTÓNOMA DE CEUTA;5.2.3.-Robos con fuerza en establecimientos;2018;10
CIUDAD AUTÓNOMA DE CEUTA;5.2.3.-Robos con fuerza en establecimientos;2017;15
CIUDAD AUTÓNOMA DE CEUTA;5.2.3.-Robos con fuerza en establecimientos;2016;7
CIUDAD AUTÓNOMA DE CEUTA;5.2.3.-Robos con fuerza en establecimientos;2015;3
CIUDAD AUTÓNOMA DE CEUTA;5.2.3.-Robos con fuerza en establecimientos;2014;12
CIUDAD AUTÓNOMA DE CEUTA;5.2.3.-Robos con fuerza en establecimientos;2013;43
CIUDAD AUTÓNOMA DE CEUTA;5.2.3.-Robos con fuerza en establecimientos;2012;18
CIUDAD AUTÓNOMA DE CEUTA;5.2.3.-Robos con fuerza en establecimientos;2011;21
CIUDAD AUTÓNOMA DE CEUTA;5.2.3.-Robos con fuerza en establecimientos;2010;19
CIUDAD AUTÓNOMA DE CEUTA;5.3.1.-Robos con violencia en vía pública;2023;42
CIUDAD AUTÓNOMA DE CEUTA;5.3.1.-Robos con violencia en vía pública;2022;49
CIUDAD AUTÓNOMA DE CEUTA;5.3.1.-Robos con violencia en vía pública;2021;75
CIUDAD AUTÓNOMA DE CEUTA;5.3.1.-Robos con violencia en vía pública;2020;59
CIUDAD AUTÓNOMA DE CEUTA;5.3.1.-Robos con violencia en vía pública;2019;61
CIUDAD AUTÓNOMA DE CEUTA;5.3.1.-Robos con violencia en vía pública;2018;45
CIUDAD AUTÓNOMA DE CEUTA;5.3.1.-Robos con violencia en vía pública;2017;47
CIUDAD AUTÓNOMA DE CEUTA;5.3.1.-Robos con violencia en vía pública;2016;67
CIUDAD AUTÓNOMA DE CEUTA;5.3.1.-Robos con violencia en vía pública;2015;69
CIUDAD AUTÓNOMA DE CEUTA;5.3.1.-Robos con violencia en vía pública;2014;67
CIUDAD AUTÓNOMA DE CEUTA;5.3.1.-Robos con violencia en vía pública;2013;73
CIUDAD AUTÓNOMA DE CEUTA;5.3.1.-Robos con violencia en vía pública;2012;58
CIUDAD AUTÓNOMA DE CEUTA;5.3.1.-Robos con violencia en vía pública;2011;64
CIUDAD AUTÓNOMA DE CEUTA;5.3.1.-Robos con violencia en vía pública;2010;60
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;2023;2
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;2022;2
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;2021;4
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;2020;2
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;2019;5
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;2018;4
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;2017;1
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;2016;5
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;2015;1
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;2014;2
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;2013;9
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;2012;4
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;2011;7
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;2010;4
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;2023;10
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;2022;4
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;2021;8
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;2020;7
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;2019;10
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;2018;6
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;2017;4
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;2016;1
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;2015;7
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;2014;3
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;2013;11
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;2012;5
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;2011;2
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;2010;10
CIUDAD AUTÓNOMA DE MELILLA;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;0
CIUDAD AUTÓNOMA DE MELILLA;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;2
CIUDAD AUTÓNOMA DE MELILLA;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;0
CIUDAD AUTÓNOMA DE MELILLA;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;0
CIUDAD AUTÓNOMA DE MELILLA;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;1
CIUDAD AUTÓNOMA DE MELILLA;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;0
CIUDAD AUTÓNOMA DE MELILLA;1.1.1.-Homicidios dolosos/asesinatos consumados;2017;0
CIUDAD AUTÓNOMA DE MELILLA;1.1.1.-Homicidios dolosos/asesinatos consumados;2016;1
CIUDAD AUTÓNOMA DE MELILLA;1.1.1.-Homicidios dolosos/asesinatos consumados;2015;1
CIUDAD AUTÓNOMA DE MELILLA;1.1.1.-Homicidios dolosos/asesinatos consumados;2014;3
CIUDAD AUTÓNOMA DE MELILLA;1.1.1.-Homicidios dolosos/asesinatos consumados;2013;2
CIUDAD AUTÓNOMA DE MELILLA;1.1.1.-Homicidios dolosos/asesinatos consumados;2012;3
CIUDAD AUTÓNOMA DE MELILLA;1.1.1.-Homicidios dolosos/asesinatos consumados;2011;0
CIUDAD AUTÓNOMA DE MELILLA;1.1.1.-Homicidios dolosos/asesinatos consumados;2010;0
CIUDAD AUTÓNOMA DE MELILLA;1.2.-Lesiones;2023;424
CIUDAD AUTÓNOMA DE MELILLA;1.2.-Lesiones;2022;456
CIUDAD AUTÓNOMA DE MELILLA;1.2.-Lesiones;2021;451
CIUDAD AUTÓNOMA DE MELILLA;1.2.-Lesiones;2020;461
CIUDAD AUTÓNOMA DE MELILLA;1.2.-Lesiones;2019;518
CIUDAD AUTÓNOMA DE MELILLA;1.2.-Lesiones;2018;506
CIUDAD AUTÓNOMA DE MELILLA;1.2.-Lesiones;2017;504
CIUDAD AUTÓNOMA DE MELILLA;1.2.-Lesiones;2016;481
CIUDAD AUTÓNOMA DE MELILLA;1.2.-Lesiones;2015;414
CIUDAD AUTÓNOMA DE MELILLA;1.2.-Lesiones;2014;434
CIUDAD AUTÓNOMA DE MELILLA;1.2.-Lesiones;2013;415
CIUDAD AUTÓNOMA DE MELILLA;1.2.-Lesiones;2012;393
CIUDAD AUTÓNOMA DE MELILLA;1.2.-Lesiones;2011;422
CIUDAD AUTÓNOMA DE MELILLA;1.2.-Lesiones;2010;440
CIUDAD AUTÓNOMA DE MELILLA;3.1.-Agresión sexual;2023;30
CIUDAD AUTÓNOMA DE MELILLA;3.1.-Agresión sexual;2022;14
CIUDAD AUTÓNOMA DE MELILLA;3.1.-Agresión sexual;2021;23
CIUDAD AUTÓNOMA DE MELILLA;3.1.-Agresión sexual;2020;14
CIUDAD AUTÓNOMA DE MELILLA;3.1.-Agresión sexual;2019;19
CIUDAD AUTÓNOMA DE MELILLA;3.1.-Agresión sexual;2018;14
CIUDAD AUTÓNOMA DE MELILLA;3.1.-Agresión sexual;2017;15
CIUDAD AUTÓNOMA DE MELILLA;3.1.-Agresión sexual;2016;39
CIUDAD AUTÓNOMA DE MELILLA;3.1.-Agresión sexual;2015;19
CIUDAD AUTÓNOMA DE MELILLA;3.1.-Agresión sexual;2014;22
CIUDAD AUTÓNOMA DE MELILLA;3.1.-Agresión sexual;2013;25
CIUDAD AUTÓNOMA DE MELILLA;3.1.-Agresión sexual;2012;17
CIUDAD AUTÓNOMA DE MELILLA;3.1.-Agresión sexual;2011;20
CIUDAD AUTÓNOMA DE MELILLA;3.1.-Agresión sexual;2010;16
CIUDAD AUTÓNOMA DE MELILLA;3.2.-Agresión sexual con penetración;2023;3
CIUDAD AUTÓNOMA DE MELILLA;3.2.-Agresión sexual con penetración;2022;3
CIUDAD AUTÓNOMA DE MELILLA;3.2.-Agresión sexual con penetración;2021;5
CIUDAD AUTÓNOMA DE MELILLA;3.2.-Agresión sexual con penetración;2020;6
CIUDAD AUTÓNOMA DE MELILLA;3.2.-Agresión sexual con penetración;2019;3
CIUDAD AUTÓNOMA DE MELILLA;3.2.-Agresión sexual con penetración;2018;2
CIUDAD AUTÓNOMA DE MELILLA;3.2.-Agresión sexual con penetración;2017;4
CIUDAD AUTÓNOMA DE MELILLA;3.2.-Agresión sexual con penetración;2016;2
CIUDAD AUTÓNOMA DE MELILLA;3.2.-Agresión sexual con penetración;2015;2
CIUDAD AUTÓNOMA DE MELILLA;3.2.-Agresión sexual con penetración;2014;4
CIUDAD AUTÓNOMA DE MELILLA;3.2.-Agresión sexual con penetración;2013;6
CIUDAD AUTÓNOMA DE MELILLA;3.2.-Agresión sexual con penetración;2012;2
CIUDAD AUTÓNOMA DE MELILLA;3.2.-Agresión sexual con penetración;2011;3
CIUDAD AUTÓNOMA DE MELILLA;3.2.-Agresión sexual con penetración;2010;11
CIUDAD AUTÓNOMA DE MELILLA;5.1.-Hurtos;2023;311
CIUDAD AUTÓNOMA DE MELILLA;5.1.-Hurtos;2022;284
CIUDAD AUTÓNOMA DE MELILLA;5.1.-Hurtos;2021;236
CIUDAD AUTÓNOMA DE MELILLA;5.1.-Hurtos;2020;355
CIUDAD AUTÓNOMA DE MELILLA;5.1.-Hurtos;2019;482
CIUDAD AUTÓNOMA DE MELILLA;5.1.-Hurtos;2018;350
CIUDAD AUTÓNOMA DE MELILLA;5.1.-Hurtos;2017;321
CIUDAD AUTÓNOMA DE MELILLA;5.1.-Hurtos;2016;350
CIUDAD AUTÓNOMA DE MELILLA;5.1.-Hurtos;2015;283
CIUDAD AUTÓNOMA DE MELILLA;5.1.-Hurtos;2014;233
CIUDAD AUTÓNOMA DE MELILLA;5.1.-Hurtos;2013;308
CIUDAD AUTÓNOMA DE MELILLA;5.1.-Hurtos;2012;388
CIUDAD AUTÓNOMA DE MELILLA;5.1.-Hurtos;2011;299
CIUDAD AUTÓNOMA DE MELILLA;5.1.-Hurtos;2010;165
CIUDAD AUTÓNOMA DE MELILLA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;23
CIUDAD AUTÓNOMA DE MELILLA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;41
CIUDAD AUTÓNOMA DE MELILLA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;24
CIUDAD AUTÓNOMA DE MELILLA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;51
CIUDAD AUTÓNOMA DE MELILLA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;86
CIUDAD AUTÓNOMA DE MELILLA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;123
CIUDAD AUTÓNOMA DE MELILLA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2017;109
CIUDAD AUTÓNOMA DE MELILLA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2016;107
CIUDAD AUTÓNOMA DE MELILLA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2015;115
CIUDAD AUTÓNOMA DE MELILLA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2014;78
CIUDAD AUTÓNOMA DE MELILLA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2013;105
CIUDAD AUTÓNOMA DE MELILLA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2012;78
CIUDAD AUTÓNOMA DE MELILLA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2011;103
CIUDAD AUTÓNOMA DE MELILLA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2010;106
CIUDAD AUTÓNOMA DE MELILLA;5.2.2.-Robos con fuerza en viviendas;2023;28
CIUDAD AUTÓNOMA DE MELILLA;5.2.2.-Robos con fuerza en viviendas;2022;20
CIUDAD AUTÓNOMA DE MELILLA;5.2.2.-Robos con fuerza en viviendas;2021;23
CIUDAD AUTÓNOMA DE MELILLA;5.2.2.-Robos con fuerza en viviendas;2020;17
CIUDAD AUTÓNOMA DE MELILLA;5.2.2.-Robos con fuerza en viviendas;2019;25
CIUDAD AUTÓNOMA DE MELILLA;5.2.2.-Robos con fuerza en viviendas;2018;28
CIUDAD AUTÓNOMA DE MELILLA;5.2.2.-Robos con fuerza en viviendas;2017;29
CIUDAD AUTÓNOMA DE MELILLA;5.2.2.-Robos con fuerza en viviendas;2016;54
CIUDAD AUTÓNOMA DE MELILLA;5.2.2.-Robos con fuerza en viviendas;2015;27
CIUDAD AUTÓNOMA DE MELILLA;5.2.2.-Robos con fuerza en viviendas;2014;19
CIUDAD AUTÓNOMA DE MELILLA;5.2.2.-Robos con fuerza en viviendas;2013;32
CIUDAD AUTÓNOMA DE MELILLA;5.2.2.-Robos con fuerza en viviendas;2012;21
CIUDAD AUTÓNOMA DE MELILLA;5.2.2.-Robos con fuerza en viviendas;2011;43
CIUDAD AUTÓNOMA DE MELILLA;5.2.2.-Robos con fuerza en viviendas;2010;47
CIUDAD AUTÓNOMA DE MELILLA;5.2.3.-Robos con fuerza en establecimientos;2023;30
CIUDAD AUTÓNOMA DE MELILLA;5.2.3.-Robos con fuerza en establecimientos;2022;18
CIUDAD AUTÓNOMA DE MELILLA;5.2.3.-Robos con fuerza en establecimientos;2021;9
CIUDAD AUTÓNOMA DE MELILLA;5.2.3.-Robos con fuerza en establecimientos;2020;8
CIUDAD AUTÓNOMA DE MELILLA;5.2.3.-Robos con fuerza en establecimientos;2019;17
CIUDAD AUTÓNOMA DE MELILLA;5.2.3.-Robos con fuerza en establecimientos;2018;13
CIUDAD AUTÓNOMA DE MELILLA;5.2.3.-Robos con fuerza en establecimientos;2017;15
CIUDAD AUTÓNOMA DE MELILLA;5.2.3.-Robos con fuerza en establecimientos;2016;17
CIUDAD AUTÓNOMA DE MELILLA;5.2.3.-Robos con fuerza en establecimientos;2015;33
CIUDAD AUTÓNOMA DE MELILLA;5.2.3.-Robos con fuerza en establecimientos;2014;26
CIUDAD AUTÓNOMA DE MELILLA;5.2.3.-Robos con fuerza en establecimientos;2013;27
CIUDAD AUTÓNOMA DE MELILLA;5.2.3.-Robos con fuerza en establecimientos;2012;24
CIUDAD AUTÓNOMA DE MELILLA;5.2.3.-Robos con fuerza en establecimientos;2011;48
CIUDAD AUTÓNOMA DE MELILLA;5.2.3.-Robos con fuerza en establecimientos;2010;40
CIUDAD AUTÓNOMA DE MELILLA;5.3.1.-Robos con violencia en vía pública;2023;66
CIUDAD AUTÓNOMA DE MELILLA;5.3.1.-Robos con violencia en vía pública;2022;72
CIUDAD AUTÓNOMA DE MELILLA;5.3.1.-Robos con violencia en vía pública;2021;86
CIUDAD AUTÓNOMA DE MELILLA;5.3.1.-Robos con violencia en vía pública;2020;165
CIUDAD AUTÓNOMA DE MELILLA;5.3.1.-Robos con violencia en vía pública;2019;155
CIUDAD AUTÓNOMA DE MELILLA;5.3.1.-Robos con violencia en vía pública;2018;177
CIUDAD AUTÓNOMA DE MELILLA;5.3.1.-Robos con violencia en vía pública;2017;179
CIUDAD AUTÓNOMA DE MELILLA;5.3.1.-Robos con violencia en vía pública;2016;186
CIUDAD AUTÓNOMA DE MELILLA;5.3.1.-Robos con violencia en vía pública;2015;152
CIUDAD AUTÓNOMA DE MELILLA;5.3.1.-Robos con violencia en vía pública;2014;153
CIUDAD AUTÓNOMA DE MELILLA;5.3.1.-Robos con violencia en vía pública;2013;138
CIUDAD AUTÓNOMA DE MELILLA;5.3.1.-Robos con violencia en vía pública;2012;109
CIUDAD AUTÓNOMA DE MELILLA;5.3.1.-Robos con violencia en vía pública;2011;113
CIUDAD AUTÓNOMA DE MELILLA;5.3.1.-Robos con violencia en vía pública;2010;98
CIUDAD AUTÓNOMA DE MELILLA;5.3.2.-Robos con violencia en viviendas;2023;9
CIUDAD AUTÓNOMA DE MELILLA;5.3.2.-Robos con violencia en viviendas;2022;6
CIUDAD AUTÓNOMA DE MELILLA;5.3.2.-Robos con violencia en viviendas;2021;2
CIUDAD AUTÓNOMA DE MELILLA;5.3.2.-Robos con violencia en viviendas;2020;2
CIUDAD AUTÓNOMA DE MELILLA;5.3.2.-Robos con violencia en viviendas;2019;5
CIUDAD AUTÓNOMA DE MELILLA;5.3.2.-Robos con violencia en viviendas;2018;3
CIUDAD AUTÓNOMA DE MELILLA;5.3.2.-Robos con violencia en viviendas;2017;2
CIUDAD AUTÓNOMA DE MELILLA;5.3.2.-Robos con violencia en viviendas;2016;1
CIUDAD AUTÓNOMA DE MELILLA;5.3.2.-Robos con violencia en viviendas;2015;3
CIUDAD AUTÓNOMA DE MELILLA;5.3.2.-Robos con violencia en viviendas;2014;4
CIUDAD AUTÓNOMA DE MELILLA;5.3.2.-Robos con violencia en viviendas;2013;9
CIUDAD AUTÓNOMA DE MELILLA;5.3.2.-Robos con violencia en viviendas;2012;4
CIUDAD AUTÓNOMA DE MELILLA;5.3.2.-Robos con violencia en viviendas;2011;2
CIUDAD AUTÓNOMA DE MELILLA;5.3.2.-Robos con violencia en viviendas;2010;4
CIUDAD AUTÓNOMA DE MELILLA;5.3.3.-Robos con violencia en establecimientos;2023;10
CIUDAD AUTÓNOMA DE MELILLA;5.3.3.-Robos con violencia en establecimientos;2022;9
CIUDAD AUTÓNOMA DE MELILLA;5.3.3.-Robos con violencia en establecimientos;2021;13
CIUDAD AUTÓNOMA DE MELILLA;5.3.3.-Robos con violencia en establecimientos;2020;15
CIUDAD AUTÓNOMA DE MELILLA;5.3.3.-Robos con violencia en establecimientos;2019;7
CIUDAD AUTÓNOMA DE MELILLA;5.3.3.-Robos con violencia en establecimientos;2018;5
CIUDAD AUTÓNOMA DE MELILLA;5.3.3.-Robos con violencia en establecimientos;2017;11
CIUDAD AUTÓNOMA DE MELILLA;5.3.3.-Robos con violencia en establecimientos;2016;2
CIUDAD AUTÓNOMA DE MELILLA;5.3.3.-Robos con violencia en establecimientos;2015;4
CIUDAD AUTÓNOMA DE MELILLA;5.3.3.-Robos con violencia en establecimientos;2014;3
CIUDAD AUTÓNOMA DE MELILLA;5.3.3.-Robos con violencia en establecimientos;2013;11
CIUDAD AUTÓNOMA DE MELILLA;5.3.3.-Robos con violencia en establecimientos;2012;14
CIUDAD AUTÓNOMA DE MELILLA;5.3.3.-Robos con violencia en establecimientos;2011;14
CIUDAD AUTÓNOMA DE MELILLA;5.3.3.-Robos con violencia en establecimientos;2010;8
EN EL EXTRANJERO;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;1
EN EL EXTRANJERO;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;1
EN EL EXTRANJERO;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;0
EN EL EXTRANJERO;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;0
EN EL EXTRANJERO;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;1
EN EL EXTRANJERO;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;1
EN EL EXTRANJERO;1.1.1.-Homicidios dolosos/asesinatos consumados;2017;1
EN EL EXTRANJERO;1.1.1.-Homicidios dolosos/asesinatos consumados;2016;0
EN EL EXTRANJERO;1.1.1.-Homicidios dolosos/asesinatos consumados;2015;1
EN EL EXTRANJERO;1.1.1.-Homicidios dolosos/asesinatos consumados;2014;0
EN EL EXTRANJERO;1.1.1.-Homicidios dolosos/asesinatos consumados;2013;1
EN EL EXTRANJERO;1.1.1.-Homicidios dolosos/asesinatos consumados;2012;2
EN EL EXTRANJERO;1.1.1.-Homicidios dolosos/asesinatos consumados;2011;0
EN EL EXTRANJERO;1.1.1.-Homicidios dolosos/asesinatos consumados;2010;1
EN EL EXTRANJERO;1.2.-Lesiones;2023;7
EN EL EXTRANJERO;1.2.-Lesiones;2022;14
EN EL EXTRANJERO;1.2.-Lesiones;2021;7
EN EL EXTRANJERO;1.2.-Lesiones;2020;12
EN EL EXTRANJERO;1.2.-Lesiones;2019;16
EN EL EXTRANJERO;1.2.-Lesiones;2018;8
EN EL EXTRANJERO;1.2.-Lesiones;2017;12
EN EL EXTRANJERO;1.2.-Lesiones;2016;8
EN EL EXTRANJERO;1.2.-Lesiones;2015;10
EN EL EXTRANJERO;1.2.-Lesiones;2014;15
EN EL EXTRANJERO;1.2.-Lesiones;2013;14
EN EL EXTRANJERO;1.2.-Lesiones;2012;26
EN EL EXTRANJERO;1.2.-Lesiones;2011;5
EN EL EXTRANJERO;1.2.-Lesiones;2010;8
EN EL EXTRANJERO;3.1.-Agresión sexual;2023;24
EN EL EXTRANJERO;3.1.-Agresión sexual;2022;30
EN EL EXTRANJERO;3.1.-Agresión sexual;2021;22
EN EL EXTRANJERO;3.1.-Agresión sexual;2020;11
EN EL EXTRANJERO;3.1.-Agresión sexual;2019;19
EN EL EXTRANJERO;3.1.-Agresión sexual;2018;13
EN EL EXTRANJERO;3.1.-Agresión sexual;2017;14
